Cod Puxada;Nome Filial;Geografia;Canal de Marcacao;Origem;Gerente Vendas;Nome Gerente Vendas;Area;Nome Area;Setor;Nome Setor;Vendedor;Nome Vendedor;Cliente;Nome Cliente;Categoria Cliente;Desc Categoria Cliente;Tipo Movimento;Desc Tipo Movimento;Operacao;Desc Operacao;Transportadora;Nome Transportadora;Nr. Roadshow;Data;Pedido;Nota Fiscal;Serie;Tipo Marca;Desc Tipo Marca;Embalagem;Desc Embalagem;Cod. Prod.;Nome Prod.;Volume Marcacao;Volume Entrega;Motivo;Submotivo 1;Submotivo 2;Código Marca;Descrição Marca;Cod Município;Nome Município;Cod Rede;Nome Rede;Fora de Rota;Ajuste;Idade do Pedido;Situação;Prioridade Road;Prioridade Venda;Hora Envio RoadShow;Hora Retorno RoadShow;Pedido Origem;Cod Filial Origem;Nome Filial Origem;Mapa;Pedido Quebra Original;Pedido Cliente;Pedido Sistema Origem;Data Entrega NF;Entrega Real;Visita Otif;Primeira Quebra;Cliente Ponto de Apoio;Data Hora Envio Road Magali;Data Hora Retorno Road Magali;Código Condição de Pagamento;Descrição Condição de Pagamento;Quantidade;Unid. Venda
0628662;IMARUI LITORAL NORTE;;Rota;Facil;011;AUGUSTO;00040;AREA 40;00403;BRUNO FRANÇA;403;BRUNO FRANÇA;0007579;ACOUG MERC LUCIMARA;010;MINIMERCADO;051;VENDA;001;VENDA DE PRODUTOS;;;001;09/07/2026;505318;;000;002;REFRIGERANTE;025;PET 2;23163;SUKITA TUBAINA PET 2L;0,240;0,000;Pedido Orfão;Orfão Faturamento;Pré-Roteirização;05530;SUKITA TUBAINA;SP00009043;CARAGUATATUBA;00000000;;Não;Não;0;; ;Normal ;;;;;;;;000009323793153;000000000000;;;0001-0007579-09/07/2026-000000;;NAO;;;002;DINHEIRO;00002;cx
0628662;IMARUI LITORAL NORTE;;Rota;Facil;011;AUGUSTO;00040;AREA 40;00403;BRUNO FRANÇA;403;BRUNO FRANÇA;0007579;ACOUG MERC LUCIMARA;010;MINIMERCADO;051;VENDA;001;VENDA DE PRODUTOS;;;001;09/07/2026;505318;;000;001;CERVEJA;032;LATA 355;17678;SKOL LATA 350ML SH C/;0,063;0,000;Pedido Orfão;Orfão Faturamento;Pré-Roteirização;00008;SKOL;SP00009043;CARAGUATATUBA;00000000;;Não;Não;0;; ;Normal ;;;;;;;;000009323793153;000000000000;;;0001-0007579-09/07/2026-000000;;NAO;;;002;DINHEIRO;00001;cx
0628662;IMARUI LITORAL NORTE;;Rota;Facil;011;AUGUSTO;00040;AREA 40;00403;BRUNO FRANÇA;403;BRUNO FRANÇA;0007579;ACOUG MERC LUCIMARA;010;MINIMERCADO;051;VENDA;001;VENDA DE PRODUTOS;;;001;09/07/2026;505318;;000;001;CERVEJA;032;LATA 355;17678;SKOL LATA 350ML SH C/;0,567;0,000;Pedido Orfão;Orfão Faturamento;Pré-Roteirização;00008;SKOL;SP00009043;CARAGUATATUBA;00000000;;Não;Não;0;; ;Normal ;;;;;;;;000009323793153;000000000000;;;0001-0007579-09/07/2026-000000;;NAO;;;002;DINHEIRO;00009;cx
0628662;IMARUI LITORAL NORTE;;Rota;Facil;011;AUGUSTO;00040;AREA 40;00403;BRUNO FRANÇA;403;BRUNO FRANÇA;0007579;ACOUG MERC LUCIMARA;010;MINIMERCADO;051;VENDA;001;VENDA DE PRODUTOS;;;001;09/07/2026;505318;;000;001;CERVEJA;088;LATA 269;18856;SKOL LT 269ML SH C/15;0,040;0,000;Pedido Orfão;Orfão Faturamento;Pré-Roteirização;00008;SKOL;SP00009043;CARAGUATATUBA;00000000;;Não;Não;0;; ;Normal ;;;;;;;;000009323793153;000000000000;;;0001-0007579-09/07/2026-000000;;NAO;;;002;DINHEIRO;00001;cx
0628662;IMARUI LITORAL NORTE;;Rota;Facil;011;AUGUSTO;00040;AREA 40;00403;BRUNO FRANÇA;403;BRUNO FRANÇA;0007579;ACOUG MERC LUCIMARA;010;MINIMERCADO;051;VENDA;001;VENDA DE PRODUTOS;;;001;09/07/2026;505318;;000;001;CERVEJA;088;LATA 269;18856;SKOL LT 269ML SH C/15;0,363;0,000;Pedido Orfão;Orfão Faturamento;Pré-Roteirização;00008;SKOL;SP00009043;CARAGUATATUBA;00000000;;Não;Não;0;; ;Normal ;;;;;;;;000009323793153;000000000000;;;0001-0007579-09/07/2026-000000;;NAO;;;002;DINHEIRO;00009;cx
0628662;IMARUI LITORAL NORTE;;Rota;Facil;011;AUGUSTO;00040;AREA 40;00403;BRUNO FRANÇA;403;BRUNO FRANÇA;0007579;ACOUG MERC LUCIMARA;010;MINIMERCADO;051;VENDA;001;VENDA DE PRODUTOS;;;001;09/07/2026;505318;;000;001;CERVEJA;020;LONG-NECK;18836;CORONA EXTRA N LONG N;0,079;0,000;Pedido Orfão;Orfão Faturamento;Pré-Roteirização;04383;CORONA EXTRA N;SP00009043;CARAGUATATUBA;00000000;;Não;Não;0;; ;Normal ;;;;;;;;000009323793153;000000000000;;;0001-0007579-09/07/2026-000000;;NAO;;;002;DINHEIRO;00001;cx
0628662;IMARUI LITORAL NORTE;;Rota;Facil;011;AUGUSTO;00040;AREA 40;00403;BRUNO FRANÇA;403;BRUNO FRANÇA;0007579;ACOUG MERC LUCIMARA;010;MINIMERCADO;051;VENDA;001;VENDA DE PRODUTOS;;;001;09/07/2026;505318;;000;002;REFRIGERANTE;024;PET 1;19164;GUARANA CHP ANTARCTIC;0,060;0,000;Pedido Orfão;Orfão Faturamento;Pré-Roteirização;00272;GUARANA CHP ANTARCTI;SP00009043;CARAGUATATUBA;00000000;;Não;Não;0;; ;Normal ;;;;;;;;000009323793153;000000000000;;;0001-0007579-09/07/2026-000000;;NAO;;;002;DINHEIRO;00003;cx
0628662;IMARUI LITORAL NORTE;;Rota;Facil;011;AUGUSTO;00040;AREA 40;00403;BRUNO FRANÇA;403;BRUNO FRANÇA;0007579;ACOUG MERC LUCIMARA;010;MINIMERCADO;051;VENDA;001;VENDA DE PRODUTOS;;;001;09/07/2026;505318;;000;001;CERVEJA;020;LONG-NECK;18807;STELLA ARTOIS LONG NE;0,079;0,000;Pedido Orfão;Orfão Faturamento;Pré-Roteirização;01090;STELLA ARTOIS;SP00009043;CARAGUATATUBA;00000000;;Não;Não;0;; ;Normal ;;;;;;;;000009323793153;000000000000;;;0001-0007579-09/07/2026-000000;;NAO;;;002;DINHEIRO;00001;cx
0628662;IMARUI LITORAL NORTE;;Rota;Facil;011;AUGUSTO;00040;AREA 40;00403;BRUNO FRANÇA;403;BRUNO FRANÇA;0007579;ACOUG MERC LUCIMARA;010;MINIMERCADO;051;VENDA;001;VENDA DE PRODUTOS;;;001;09/07/2026;505318;;000;026;ENERGETICO;003;LATA 250;36434;RED BULL ZERO BR LATA;0,020;0,000;Pedido Orfão;Orfão Faturamento;Pré-Roteirização;10434;RED BULL ZERO BR;SP00009043;CARAGUATATUBA;00000000;;Não;Não;0;; ;Normal ;;;;;;;;000009323793153;000000000000;;;0001-0007579-09/07/2026-000000;;NAO;;;002;DINHEIRO;00002;cx
0628662;IMARUI LITORAL NORTE;;Rota;Facil;011;AUGUSTO;00040;AREA 40;00403;BRUNO FRANÇA;403;BRUNO FRANÇA;0007579;ACOUG MERC LUCIMARA;010;MINIMERCADO;051;VENDA;001;VENDA DE PRODUTOS;;;001;09/07/2026;505318;;000;001;CERVEJA;187;LATA SLEEK 350ML;22177;BUDWEISER ZERO LT SLE;0,028;0,000;Pedido Orfão;Orfão Faturamento;Pré-Roteirização;05311;BUDWEISER ZERO;SP00009043;CARAGUATATUBA;00000000;;Não;Não;0;; ;Normal ;;;;;;;;000009323793153;000000000000;;;0001-0007579-09/07/2026-000000;;NAO;;;002;DINHEIRO;00001;cx
0628662;IMARUI LITORAL NORTE;;Rota;Facil;011;AUGUSTO;00040;AREA 40;00403;BRUNO FRANÇA;403;BRUNO FRANÇA;0007579;ACOUG MERC LUCIMARA;010;MINIMERCADO;051;VENDA;001;VENDA DE PRODUTOS;;;001;09/07/2026;505318;;000;001;CERVEJA;062;ONE-WAY 330;17808;BUDWEISER OW 330ML CX;0,079;0,000;Pedido Orfão;Orfão Faturamento;Pré-Roteirização;00252;BUDWEISER;SP00009043;CARAGUATATUBA;00000000;;Não;Não;0;; ;Normal ;;;;;;;;000009323793153;000000000000;;;0001-0007579-09/07/2026-000000;;NAO;;;002;DINHEIRO;00001;cx
0628662;IMARUI LITORAL NORTE;;Rota;Facil;011;AUGUSTO;00040;AREA 40;00403;BRUNO FRANÇA;403;BRUNO FRANÇA;0007579;ACOUG MERC LUCIMARA;010;MINIMERCADO;051;VENDA;001;VENDA DE PRODUTOS;;;001;09/07/2026;505318;;000;002;REFRIGERANTE;026;PET 1,5;8411;GUARANA CHP ANTARCTIC;0,090;0,000;Pedido Orfão;Orfão Faturamento;Pré-Roteirização;00272;GUARANA CHP ANTARCTI;SP00009043;CARAGUATATUBA;00000000;;Não;Não;0;; ;Normal ;;;;;;;;000009323793153;000000000000;;;0001-0007579-09/07/2026-000000;;NAO;;;002;DINHEIRO;00001;cx
0628662;IMARUI LITORAL NORTE;;Rota;Facil;011;AUGUSTO;00040;AREA 40;00403;BRUNO FRANÇA;403;BRUNO FRANÇA;0007579;ACOUG MERC LUCIMARA;010;MINIMERCADO;051;VENDA;001;VENDA DE PRODUTOS;;;001;09/07/2026;505318;;000;002;REFRIGERANTE;025;PET 2;1166;SUKITA UVA PET 2L CAI;0,240;0,000;Pedido Orfão;Orfão Faturamento;Pré-Roteirização;01409;SUKITA UVA;SP00009043;CARAGUATATUBA;00000000;;Não;Não;0;; ;Normal ;;;;;;;;000009323793153;000000000000;;;0001-0007579-09/07/2026-000000;;NAO;;;002;DINHEIRO;00002;cx
0628662;IMARUI LITORAL NORTE;;Rota;Facil;011;AUGUSTO;00040;AREA 40;00403;BRUNO FRANÇA;403;BRUNO FRANÇA;0007579;ACOUG MERC LUCIMARA;010;MINIMERCADO;051;VENDA;001;VENDA DE PRODUTOS;;;001;09/07/2026;505318;;000;001;CERVEJA;088;LATA 269;33324;ORIGINAL LT 269ML SH ;0,403;0,000;Pedido Orfão;Orfão Faturamento;Pré-Roteirização;00308;ORIGINAL;SP00009043;CARAGUATATUBA;00000000;;Não;Não;0;; ;Normal ;;;;;;;;000009323793153;000000000000;;;0001-0007579-09/07/2026-000000;;NAO;;;002;DINHEIRO;00010;cx
0628662;IMARUI LITORAL NORTE;;Rota;Facil;001;TIAGO PAES;00010;AREA 10;00101;JEAN ALFREDO ALVES P;101;JEAN ALFREDO ALVES PEREIRA;0007635;BAR E MER POSSI;010;MINIMERCADO;051;VENDA;001;VENDA DE PRODUTOS;;;001;09/07/2026;505260;;000;001;CERVEJA;022;ONE-WAY 300;11559;SKOL ONE WAY 300ML CX;0,072;0,000;Pedido Orfão;Orfão Faturamento;Pré-Roteirização;00008;SKOL;SP00009214;ILHABELA;00000000;;Não;Não;0;; ;Normal ;;;;;;;;000009323763452;000000000000;;;0001-0007635-09/07/2026-000000;;NAO;;;002;DINHEIRO;00001;cx
0628662;IMARUI LITORAL NORTE;;Rota;Facil;001;TIAGO PAES;00010;AREA 10;00101;JEAN ALFREDO ALVES P;101;JEAN ALFREDO ALVES PEREIRA;0007635;BAR E MER POSSI;010;MINIMERCADO;051;VENDA;001;VENDA DE PRODUTOS;;;001;09/07/2026;505260;;000;001;CERVEJA;088;LATA 269;1898;BRAHMA CHOPP LT 269ML;0,040;0,000;Pedido Orfão;Orfão Faturamento;Pré-Roteirização;00004;BRAHMA CHOPP;SP00009214;ILHABELA;00000000;;Não;Não;0;; ;Normal ;;;;;;;;000009323763452;000000000000;;;0001-0007635-09/07/2026-000000;;NAO;;;002;DINHEIRO;00001;cx
0628662;IMARUI LITORAL NORTE;;Rota;Facil;001;TIAGO PAES;00010;AREA 10;00101;JEAN ALFREDO ALVES P;101;JEAN ALFREDO ALVES PEREIRA;0007635;BAR E MER POSSI;010;MINIMERCADO;051;VENDA;001;VENDA DE PRODUTOS;;;001;09/07/2026;505260;;000;001;CERVEJA;088;LATA 269;1745;SKOL LT 269ML SH C15 ;0,282;0,000;Pedido Orfão;Orfão Faturamento;Pré-Roteirização;00008;SKOL;SP00009214;ILHABELA;00000000;;Não;Não;0;; ;Normal ;;;;;;;;000009323763452;000000000000;;;0001-0007635-09/07/2026-000000;;NAO;;;002;DINHEIRO;00007;cx
0628662;IMARUI LITORAL NORTE;;Rota;Facil;001;TIAGO PAES;00010;AREA 10;00101;JEAN ALFREDO ALVES P;101;JEAN ALFREDO ALVES PEREIRA;0007635;BAR E MER POSSI;010;MINIMERCADO;051;VENDA;001;VENDA DE PRODUTOS;;;001;09/07/2026;505260;;000;001;CERVEJA;088;LATA 269;20603;ORIGINAL LT 269ML CX ;0,322;0,000;Pedido Orfão;Orfão Faturamento;Pré-Roteirização;00308;ORIGINAL;SP00009214;ILHABELA;00000000;;Não;Não;0;; ;Normal ;;;;;;;;000009323763452;000000000000;;;0001-0007635-09/07/2026-000000;;NAO;;;002;DINHEIRO;00015;cx
0628662;IMARUI LITORAL NORTE;;Rota;Facil;001;TIAGO PAES;00010;AREA 10;00101;JEAN ALFREDO ALVES P;101;JEAN ALFREDO ALVES PEREIRA;0007635;BAR E MER POSSI;010;MINIMERCADO;051;VENDA;001;VENDA DE PRODUTOS;;;001;09/07/2026;505260;;000;001;CERVEJA;088;LATA 269;20647;BRAHMA DUPLO MALTE LT;0,242;0,000;Pedido Orfão;Orfão Faturamento;Pré-Roteirização;04787;BRAHMA DUPLO MALTE;SP00009214;ILHABELA;00000000;;Não;Não;0;; ;Normal ;;;;;;;;000009323763452;000000000000;;;0001-0007635-09/07/2026-000000;;NAO;;;002;DINHEIRO;00006;cx
0628662;IMARUI LITORAL NORTE;;Rota;Facil;001;TIAGO PAES;00010;AREA 10;00101;JEAN ALFREDO ALVES P;101;JEAN ALFREDO ALVES PEREIRA;0007635;BAR E MER POSSI;010;MINIMERCADO;051;VENDA;001;VENDA DE PRODUTOS;;;001;09/07/2026;505260;;000;062;REFRESCOS E OUTRAS B;028;PET 500;32164;GUARAVITON NAT ACAI G;0,060;0,000;Pedido Orfão;Orfão Faturamento;Pré-Roteirização;05322;GUARAVITON NAT ACAI;SP00009214;ILHABELA;00000000;;Não;Não;0;; ;Normal ;;;;;;;;000009323763452;000000000000;;;0001-0007635-09/07/2026-000000;;NAO;;;002;DINHEIRO;00001;cx
0628662;IMARUI LITORAL NORTE;;Rota;Facil;001;TIAGO PAES;00010;AREA 10;00101;JEAN ALFREDO ALVES P;101;JEAN ALFREDO ALVES PEREIRA;0007635;BAR E MER POSSI;010;MINIMERCADO;051;VENDA;001;VENDA DE PRODUTOS;;;001;09/07/2026;505260;;000;002;REFRIGERANTE;032;LATA 355;9084;GUARANA CHP ANTARCTIC;0,042;0,000;Pedido Orfão;Orfão Faturamento;Pré-Roteirização;00272;GUARANA CHP ANTARCTI;SP00009214;ILHABELA;00000000;;Não;Não;0;; ;Normal ;;;;;;;;000009323763452;000000000000;;;0001-0007635-09/07/2026-000000;;NAO;;;002;DINHEIRO;00001;cx
0628662;IMARUI LITORAL NORTE;;Rota;Facil;001;TIAGO PAES;00010;AREA 10;00101;JEAN ALFREDO ALVES P;101;JEAN ALFREDO ALVES PEREIRA;0007635;BAR E MER POSSI;010;MINIMERCADO;051;VENDA;001;VENDA DE PRODUTOS;;;001;09/07/2026;505260;;000;002;REFRIGERANTE;182;PET 200ML;18152;GUARANA CHP ANTARCTIC;0,024;0,000;Pedido Orfão;Orfão Faturamento;Pré-Roteirização;00272;GUARANA CHP ANTARCTI;SP00009214;ILHABELA;00000000;;Não;Não;0;; ;Normal ;;;;;;;;000009323763452;000000000000;;;0001-0007635-09/07/2026-000000;;NAO;;;002;DINHEIRO;00001;cx
0628662;IMARUI LITORAL NORTE;;Rota;Facil;011;AUGUSTO;00040;AREA 40;00405;DILSON SALES DE CAST;405;DILSON SALES DE CASTRO;0007654;S5 - BOM GOSTO EMPOR;032;SUPERMERCADO GRANDE;051;VENDA;001;VENDA DE PRODUTOS;;;001;09/07/2026;505098;;000;001;CERVEJA;032;LATA 355;9072;BOHEMIA NOVA EMBALAGE;0,126;0,000;Pedido Orfão;Orfão Faturamento;Pré-Roteirização;00491;SKOL BEATS SENSES;SP00009673;SAO SEBASTIAO;00000000;;Não;Não;0;; ;Normal ;;;;;;;;000009323676939;000000000000;;;0001-0007654-09/07/2026-000000;;NAO;;;011;BOL 10 DIAS S/ADF;00003;cx
0628662;IMARUI LITORAL NORTE;;Rota;Facil;011;AUGUSTO;00040;AREA 40;00405;DILSON SALES DE CAST;405;DILSON SALES DE CASTRO;0007654;S5 - BOM GOSTO EMPOR;032;SUPERMERCADO GRANDE;051;VENDA;001;VENDA DE PRODUTOS;;;001;09/07/2026;505329;;000;001;CERVEJA;088;LATA 269;1699;STELLA ARTOIS LT 269M;0,645;0,000;Pedido Orfão;Orfão Faturamento;Pré-Roteirização;01090;STELLA ARTOIS;SP00009673;SAO SEBASTIAO;00000000;;Não;Não;0;; ;Normal ;;;;;;;;000009323796696;000000000000;;;0001-0007654-09/07/2026-000000;;NAO;;;011;BOL 10 DIAS S/ADF;00030;cx
0628662;IMARUI LITORAL NORTE;;Rota;Facil;011;AUGUSTO;00040;AREA 40;00405;DILSON SALES DE CAST;405;DILSON SALES DE CASTRO;0007654;S5 - BOM GOSTO EMPOR;032;SUPERMERCADO GRANDE;051;VENDA;001;VENDA DE PRODUTOS;;;001;09/07/2026;505329;;000;005;AGUA;098;PET 510;1842;AGUA MINERAL MINALBA ;1,224;0,000;Pedido Orfão;Orfão Faturamento;Pré-Roteirização;00829;AGUA MINERAL MINALBA;SP00009673;SAO SEBASTIAO;00000000;;Não;Não;0;; ;Normal ;;;;;;;;000009323796696;000000000000;;;0001-0007654-09/07/2026-000000;;NAO;;;011;BOL 10 DIAS S/ADF;00020;cx
0628662;IMARUI LITORAL NORTE;;Rota;Facil;011;AUGUSTO;00040;AREA 40;00405;DILSON SALES DE CAST;405;DILSON SALES DE CASTRO;0007654;S5 - BOM GOSTO EMPOR;032;SUPERMERCADO GRANDE;051;VENDA;001;VENDA DE PRODUTOS;;;001;09/07/2026;505329;;000;086;AGUAS E SUCOS;295;GARRAFA PET 1,5L;4247;MINALBA AGUA MINERAL ;0,450;0,000;Pedido Orfão;Orfão Faturamento;Pré-Roteirização;05724;MINALBA AGUA MINERAL;SP00009673;SAO SEBASTIAO;00000000;;Não;Não;0;; ;Normal ;;;;;;;;000009323796696;000000000000;;;0001-0007654-09/07/2026-000000;;NAO;;;011;BOL 10 DIAS S/ADF;00005;cx
0628662;IMARUI LITORAL NORTE;;Rota;Facil;011;AUGUSTO;00040;AREA 40;00405;DILSON SALES DE CAST;405;DILSON SALES DE CASTRO;0007654;S5 - BOM GOSTO EMPOR;032;SUPERMERCADO GRANDE;051;VENDA;001;VENDA DE PRODUTOS;;;001;09/07/2026;505329;;000;010;ISOTONICO;028;PET 500;7982;GATORADE LIMAO PET 50;0,150;0,000;Pedido Orfão;Orfão Faturamento;Pré-Roteirização;00572;GATORADE LIMAO;SP00009673;SAO SEBASTIAO;00000000;;Não;Não;0;; ;Normal ;;;;;;;;000009323796696;000000000000;;;0001-0007654-09/07/2026-000000;;NAO;;;011;BOL 10 DIAS S/ADF;00005;cx
0628662;IMARUI LITORAL NORTE;;Rota;Facil;011;AUGUSTO;00040;AREA 40;00405;DILSON SALES DE CAST;405;DILSON SALES DE CASTRO;0007654;S5 - BOM GOSTO EMPOR;032;SUPERMERCADO GRANDE;051;VENDA;001;VENDA DE PRODUTOS;;;001;09/07/2026;505329;;000;010;ISOTONICO;028;PET 500;7983;GATORADE MORANGO-MARA;0,150;0,000;Pedido Orfão;Orfão Faturamento;Pré-Roteirização;00578;GATORADE MORANGO-MAR;SP00009673;SAO SEBASTIAO;00000000;;Não;Não;0;; ;Normal ;;;;;;;;000009323796696;000000000000;;;0001-0007654-09/07/2026-000000;;NAO;;;011;BOL 10 DIAS S/ADF;00005;cx
0628662;IMARUI LITORAL NORTE;;Rota;Facil;011;AUGUSTO;00040;AREA 40;00405;DILSON SALES DE CAST;405;DILSON SALES DE CASTRO;0007654;S5 - BOM GOSTO EMPOR;032;SUPERMERCADO GRANDE;051;VENDA;001;VENDA DE PRODUTOS;;;001;09/07/2026;505329;;000;002;REFRIGERANTE;026;PET 1,5;8793;H2OH LIMAO C/GAS PET ;0,270;0,000;Pedido Orfão;Orfão Faturamento;Pré-Roteirização;01235;H2OH LIMAO C/GAS;SP00009673;SAO SEBASTIAO;00000000;;Não;Não;0;; ;Normal ;;;;;;;;000009323796696;000000000000;;;0001-0007654-09/07/2026-000000;;NAO;;;011;BOL 10 DIAS S/ADF;00003;cx
0628662;IMARUI LITORAL NORTE;;Rota;Facil;011;AUGUSTO;00040;AREA 40;00405;DILSON SALES DE CAST;405;DILSON SALES DE CASTRO;0007654;S5 - BOM GOSTO EMPOR;032;SUPERMERCADO GRANDE;051;VENDA;001;VENDA DE PRODUTOS;;;001;09/07/2026;505329;;000;002;REFRIGERANTE;029;PET 600;8921;GUARANA CHP ANTARCTIC;0,144;0,000;Pedido Orfão;Orfão Faturamento;Pré-Roteirização;00273;GUARANA CHP ANTARCTI;SP00009673;SAO SEBASTIAO;00000000;;Não;Não;0;; ;Normal ;;;;;;;;000009323796696;000000000000;;;0001-0007654-09/07/2026-000000;;NAO;;;011;BOL 10 DIAS S/ADF;00002;cx
0628662;IMARUI LITORAL NORTE;;Rota;Facil;011;AUGUSTO;00040;AREA 40;00405;DILSON SALES DE CAST;405;DILSON SALES DE CASTRO;0007654;S5 - BOM GOSTO EMPOR;032;SUPERMERCADO GRANDE;051;VENDA;001;VENDA DE PRODUTOS;;;001;09/07/2026;505329;;000;001;CERVEJA;032;LATA 355;9071;CARACU LATA 350ML SH ;0,084;0,000;Pedido Orfão;Orfão Faturamento;Pré-Roteirização;00037;CARACU;SP00009673;SAO SEBASTIAO;00000000;;Não;Não;0;; ;Normal ;;;;;;;;000009323796696;000000000000;;;0001-0007654-09/07/2026-000000;;NAO;;;011;BOL 10 DIAS S/ADF;00002;cx
0628662;IMARUI LITORAL NORTE;;Rota;Facil;011;AUGUSTO;00040;AREA 40;00405;DILSON SALES DE CAST;405;DILSON SALES DE CASTRO;0007654;S5 - BOM GOSTO EMPOR;032;SUPERMERCADO GRANDE;051;VENDA;001;VENDA DE PRODUTOS;;;001;09/07/2026;505329;;000;005;AGUA;098;PET 510;10633;AGUA MIN PUREZA VITAL;1,224;0,000;Pedido Orfão;Orfão Faturamento;Pré-Roteirização;01685;AGUA MIN PUREZA VITA;SP00009673;SAO SEBASTIAO;00000000;;Não;Não;0;; ;Normal ;;;;;;;;000009323796696;000000000000;;;0001-0007654-09/07/2026-000000;;NAO;;;011;BOL 10 DIAS S/ADF;00020;cx
0628662;IMARUI LITORAL NORTE;;Rota;Facil;011;AUGUSTO;00040;AREA 40;00405;DILSON SALES DE CAST;405;DILSON SALES DE CASTRO;0007654;S5 - BOM GOSTO EMPOR;032;SUPERMERCADO GRANDE;051;VENDA;001;VENDA DE PRODUTOS;;;001;09/07/2026;505329;;000;005;AGUA;026;PET 1,5;10635;AGUA MIN PUREZA VITAL;3,600;0,000;Pedido Orfão;Orfão Faturamento;Pré-Roteirização;01685;AGUA MIN PUREZA VITA;SP00009673;SAO SEBASTIAO;00000000;;Não;Não;0;; ;Normal ;;;;;;;;000009323796696;000000000000;;;0001-0007654-09/07/2026-000000;;NAO;;;011;BOL 10 DIAS S/ADF;00040;cx
0628662;IMARUI LITORAL NORTE;;Rota;Facil;011;AUGUSTO;00040;AREA 40;00405;DILSON SALES DE CAST;405;DILSON SALES DE CASTRO;0007654;S5 - BOM GOSTO EMPOR;032;SUPERMERCADO GRANDE;051;VENDA;001;VENDA DE PRODUTOS;;;001;09/07/2026;505329;;000;005;AGUA;124;PET 1,26;12935;AGUA M S LOURENCO C/G;0,378;0,000;Pedido Orfão;Orfão Faturamento;Pré-Roteirização;01682;AGUA M S LOURENCO C/;SP00009673;SAO SEBASTIAO;00000000;;Não;Não;0;; ;Normal ;;;;;;;;000009323796696;000000000000;;;0001-0007654-09/07/2026-000000;;NAO;;;011;BOL 10 DIAS S/ADF;00005;cx
0628662;IMARUI LITORAL NORTE;;Rota;Facil;011;AUGUSTO;00040;AREA 40;00405;DILSON SALES DE CAST;405;DILSON SALES DE CASTRO;0007654;S5 - BOM GOSTO EMPOR;032;SUPERMERCADO GRANDE;051;VENDA;001;VENDA DE PRODUTOS;;;001;09/07/2026;505329;;000;002;REFRIGERANTE;026;PET 1,5;13065;H2OH LIMONETO PET 1,5;0,180;0,000;Pedido Orfão;Orfão Faturamento;Pré-Roteirização;02387;H2OH LIMONETO;SP00009673;SAO SEBASTIAO;00000000;;Não;Não;0;; ;Normal ;;;;;;;;000009323796696;000000000000;;;0001-0007654-09/07/2026-000000;;NAO;;;011;BOL 10 DIAS S/ADF;00002;cx
0628662;IMARUI LITORAL NORTE;;Rota;Facil;011;AUGUSTO;00040;AREA 40;00405;DILSON SALES DE CAST;405;DILSON SALES DE CASTRO;0007654;S5 - BOM GOSTO EMPOR;032;SUPERMERCADO GRANDE;051;VENDA;001;VENDA DE PRODUTOS;;;001;09/07/2026;505329;;000;001;CERVEJA;022;ONE-WAY 300;14340;ORIGINAL ONE WAY 300M;0,540;0,000;Pedido Orfão;Orfão Faturamento;Pré-Roteirização;00308;ORIGINAL;SP00009673;SAO SEBASTIAO;00000000;;Não;Não;0;; ;Normal ;;;;;;;;000009323796696;000000000000;;;0001-0007654-09/07/2026-000000;;NAO;;;011;BOL 10 DIAS S/ADF;00015;cx
0628662;IMARUI LITORAL NORTE;;Rota;Facil;011;AUGUSTO;00040;AREA 40;00405;DILSON SALES DE CAST;405;DILSON SALES DE CASTRO;0007654;S5 - BOM GOSTO EMPOR;032;SUPERMERCADO GRANDE;051;VENDA;001;VENDA DE PRODUTOS;;;001;09/07/2026;505329;;000;001;CERVEJA;020;LONG-NECK;18836;CORONA EXTRA N LONG N;1,108;0,000;Pedido Orfão;Orfão Faturamento;Pré-Roteirização;04383;CORONA EXTRA N;SP00009673;SAO SEBASTIAO;00000000;;Não;Não;0;; ;Normal ;;;;;;;;000009323796696;000000000000;;;0001-0007654-09/07/2026-000000;;NAO;;;011;BOL 10 DIAS S/ADF;00014;cx
0628662;IMARUI LITORAL NORTE;;Rota;Facil;011;AUGUSTO;00040;AREA 40;00405;DILSON SALES DE CAST;405;DILSON SALES DE CASTRO;0007654;S5 - BOM GOSTO EMPOR;032;SUPERMERCADO GRANDE;051;VENDA;001;VENDA DE PRODUTOS;;;001;09/07/2026;505329;;000;001;CERVEJA;020;LONG-NECK;18836;CORONA EXTRA N LONG N;0,079;0,000;Pedido Orfão;Orfão Faturamento;Pré-Roteirização;04383;CORONA EXTRA N;SP00009673;SAO SEBASTIAO;00000000;;Não;Não;0;; ;Normal ;;;;;;;;000009323796696;000000000000;;;0001-0007654-09/07/2026-000000;;NAO;;;011;BOL 10 DIAS S/ADF;00001;cx
